expocode,start_date,end_date,map,legs,region,alias,ship,chief_scientist,carbon_PI,hydrography_PI,oxygen_PI,nutrients_PI,cfc_PI,organics_PI,isotopes_PI,other_pi,measurements,cruise_references,data_files,metadata_report,QC_details
49UF20180129,2018-01-29,2018-03-09,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209269,49UF20180129,Pacific,ks201802,Keifu Maru II,Akira Wada,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT, CHLORA, PPHYTN, SBE35, CH4",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209269/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209269.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20180129
49UF20180406,2018-04-06,2018-05-12,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209271,49UF20180406,Pacific,ks201804,Keifu Maru II,Shuji Tsubaki,Chikara Nara,Chikara Nara,Chikara Nara,Chikara Nara,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT, CHLORA, PPHYTN, SBE35",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209271/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209271.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20180406
49UF20180518,2018-05-18,2018-07-03,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209273,49UF20180518,Pacific,ks201805,Keifu Maru II,Keizo Shutta,Chikara Nara,Chikara Nara,Chikara Nara,Chikara Nara,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT, CHLORA, PPHYTN, SBE35",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209273/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209273.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20180518
49UF20180709,2018-07-09,2018-08-29,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209274,49UF20180709,Pacific,ks201806,Keifu Maru II,Naoki Nagai,Chikara Nara,Chikara Nara,Chikara Nara,Chikara Nara,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT, CHLORA, PPHYTN, SBE35",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209274/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209274.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20180709
49UF20180927,2018-09-27,2018-10-21,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209275,49UF20180927,Pacific,ks201808,Keifu Maru II,Naoki Nagai,Chikara Nara,Chikara Nara,Chikara Nara,Chikara Nara,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT, CHLORA, PPHYTN, SBE35",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209275/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209275.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20180927
49UP20110912,2011-09-12,2011-09-29,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209034,49UP20110912,Pacific,rf201109,Ryofu Maru III,Satoshi Kawae,Hitomi Kamiya,Hitomi Kamiya,Hitomi Kamiya,Hitomi Kamiya,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209034/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209034.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20110912
49UP20120306,2012-03-06,2012-03-25,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209039,49UP20120306,Pacific,rf201202,Ryofu Maru III,Takahiro Segawa,Hitomi Kamiya,Hitomi Kamiya,Hitomi Kamiya,Hitomi Kamiya,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209039/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209039.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20120306
49UP20121116,2012-11-16,2012-12-18,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209044,49UP20121116,Pacific,rf201208,Ryofu Maru III,Takahiro Segawa,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,Masao Ishii,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209044/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209044.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20121116
49UP20130307,2013-03-07,2013-03-27,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209055,49UP20130307,Pacific,rf201302,Ryofu Maru III,Takashi Miyao,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,Masao Ishii,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209055/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209055.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20130307
49UP20130426,2013-04-26,2013-05-27,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209163,49UP20130426,Pacific,rf201304,Ryofu Maru III,Masahiko Fujimura,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209163/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209163.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20130426
49UP20131128,2013-11-28,2013-12-23,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209165,49UP20131128,Pacific,rf201310,Ryofu Maru III,Tatsuo Nakamura,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209165/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209165.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20131128
49UP20140108,2014-01-08,2014-03-01,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209166,49UP20140108,Pacific,"rf201401, P09, P10",Ryofu Maru III,Akira Wada,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209166/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209166.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20140108
49UP20140307,2014-03-07,2014-03-26,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209172,49UP20140307,Pacific,rf201402,Ryofu Maru III,Tetsuya Nakamura,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209172/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209172.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20140307
49UP20140429,2014-04-29,2014-05-30,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209173,49UP20140429,Pacific,rf201404,Ryofu Maru III,Takashi Miyao,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209173/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209173.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20140429
49UP20140609,2014-06-09,2014-06-29,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209174,49UP20140609,Pacific,rf201405,Ryofu Maru III,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT, CFC-11, CFC-12",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209174/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209174.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20140609
49UP20141112,2014-11-12,2014-12-02,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209175,49UP20141112,Pacific,rf201409,Ryofu Maru III,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209175/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209175.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20141112
49UP20150110,2015-01-10,2015-02-23,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209176,49UP20150110,Pacific,rf201501,Ryofu Maru III,Tetsuya Nakamura,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209176/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209176.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20150110
49UP20150228,2015-02-28,2015-03-26,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209177,49UP20150228,Pacific,rf201502,Ryofu Maru III,Tetsuya Nakamura,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT, CFC-11, CFC-12",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209177/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209177.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20150228
49UP20150408,2015-04-08,2015-04-19,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209181,49UP20150408,Pacific,rf201503,Ryofu Maru III,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209181/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209181.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20150408
49UP20150426,2015-04-26,2015-05-28,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209182,49UP20150426,Pacific,rf201504,Ryofu Maru III,Keizo Shutta,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,Masao Ishii,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209182/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209182.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20150426
49UP20150604,2015-06-04,2015-06-23,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209183,49UP20150604,Pacific,rf201505,Ryofu Maru III,Nobumi Kato,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,Masao Ishii,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209183/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209183.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20150604
49UP20150627,2015-06-27,2015-07-16,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209190,49UP20150627,Pacific,rf201506,Ryofu Maru III,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209190/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209190.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20150627
49UP20151115,2015-11-15,2015-12-16,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209191,49UP20151115,Pacific,rf201509,Ryofu Maru III,Yoshikazu Higashi,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209191/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209191.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20151115
49UP20160109,2016-01-09,2016-02-22,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209192,49UP20160109,Pacific,"rf201601, P09, P10",Ryofu Maru III,Chikara Nara,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,Masao Ishii,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209192/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209192.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20160109
49UP20160227,2016-02-27,2016-03-24,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209193,49UP20160227,Pacific,rf201602,Ryofu Maru III,Keizo Shutta,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209193/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209193.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20160227
49UP20160408,2016-04-08,2016-04-21,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209194,49UP20160408,Pacific,rf201603,Ryofu Maru III,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209194/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209194.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20160408
49UP20160427,2016-04-27,2016-06-01,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209195,49UP20160427,Pacific,rf201604,Ryofu Maru III,Nobumi Kato,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209195/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209195.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20160427
49UP20160608,2016-06-08,2016-06-28,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209207,49UP20160608,Pacific,rf201605,Ryofu Maru III,Tetsuya Nakamura,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209207/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209207.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20160608
49UP20161021,2016-10-21,2016-12-06,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209208,49UP20161021,Pacific,rf201608,Ryofu Maru III,Naoki Nagai,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209208/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209208.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20161021
49UP20170107,2017-01-07,2017-01-26,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0208354,49UP20170107,Pacific,rf201701,Ryofu Maru III,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0208354/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0208354.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20170107
49UP20170201,2017-02-01,2017-03-10,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0208355,49UP20170201,Pacific,rf201702,Ryofu Maru III,Keizo Shutta,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0208355/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0208355.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20170201
49UP20170425,2017-04-25,2017-05-08,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209209,49UP20170425,Pacific,rf201705,Ryofu Maru III,Yoshikazu Higashi,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209209/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209209.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20170425
49UP20170623,2017-06-23,2017-08-27,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209253,49UP20170623,Pacific,rf201707,Ryofu Maru III,Naoki Nagai,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT, CFC-11, CFC-12",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209253/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209253.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20170623
49UP20170815,2017-08-15,2017-10-06,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209254,49UP20170815,Pacific,rf201708,Ryofu Maru III,Naoki Nagai,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT, CFC-11, CFC-12",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209254/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209254.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20170815
49UP20171125,2017-11-25,2017-12-24,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209255,49UP20171125,Pacific,rf201710,Ryofu Maru III,Keizo Shutta,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209255/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209255.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20171125
49UP20180110,2018-01-10,2018-02-22,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209261,49UP20180110,Pacific,rf201801,Ryofu Maru III,Shuji Tsubaki,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, CTDOXY, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT, CHLORA, SBE35, PPHYTN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209261/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209261.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20180110
49UP20180228,2018-02-28,2018-03-26,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209262,49UP20180228,Pacific,rf201802,Ryofu Maru III,Keizo Shutta,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, CTDOXY, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT, CHLORA, SBE35, PPHYTN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209262/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209262.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20180228
49UP20180501,2018-05-01,2018-06-05,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0209263,49UP20180501,Pacific,rf201804,Ryofu Maru III,Shuji Tsubaki,Chikara Nara,Chikara Nara,Chikara Nara,Chikara Nara,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, CTDOXY, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT, CHLORA, SBE35, PPHYTN",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0209263/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0209263.html,https://glodapv2-2020.geomar.de/adjustments/show/49UP20180501
