expocode,start_date,end_date,map,legs,region,alias,ship,chief_scientist,carbon_PI,hydrography_PI,oxygen_PI,nutrients_PI,cfc_PI,organics_PI,isotopes_PI,other_pi,measurements,cruise_references,data_files,metadata_report,QC_details
32WC20110812,2011-08-12,2011-08-30,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0157458,32WC20110812,Pacific,WCOA2011,Wecoma,Richard Feely,"Richard Feely, Simone Alin, Robert Byrne",Greg Johnson,Burke Hales,Burke Hales,,,,"W. Peterson, M. Goni","CTDPRS, CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, AMMONI, TCARBN, ALKALI, PH_TOT, PH_TMP, PON, POC, POC/PON, PON, POC",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0157458/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0157458.html,https://glodapv2-2020.geomar.de/adjustments/show/32WC20110812
33RO20160505,2016-05-05,2016-06-06,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0169412,33RO20160505,Pacific,WCOA2016,Ronal H. Brown,Simone R. Alin,Richard Feely,Ryan M. McCabe,"Dale Hubbard, Carrie Weekes",Joe Jennings,,,,Christopher Ikeda,"CTDPRS, CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, AMMONI, TCARBN, ALKALI, PH_TOT, PH_TMP, CHL_A",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0169412/,https://www.ncei.noaa.gov/oads/data/0169412.xml,https://glodapv2-2020.geomar.de/adjustments/show/33RO20160505
49UF20101002,2010-10-02,2010-11-04,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0169412,49UF20101002,Pacific,ks201007,Keifu Maru II,Tatsushi Shiga,Hitomi Kamiya,Hitomi Kamiya,Hitomi Kamiya,Hitomi Kamiya,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0191554/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0191554.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20101002
49UF20101109,2010-11-09,2010-11-26,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0191568,49UF20101109,Pacific,ks201008,Keifu Maru II,Tetsuya Nakamura,Hitomi Kamiya,Hitomi Kamiya,Hitomi Kamiya,Hitomi Kamiya,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0191568/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0191568.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20101109
49UF20101203,2010-12-03,2010-12-22,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0191619,49UF20101203,Pacific,ks201009,Keifu Maru II,Masanobu Tani,Hitomi Kamiya,Hitomi Kamiya,Hitomi Kamiya,Hitomi Kamiya,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0191619/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0191619.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20101203
49UF20111004,2011-10-04,2011-11-27,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0191620,49UF20111004,Pacific,ks201109,Keifu Maru II,Tatsuo Nakamura,Hitomi Kamiya,Hitomi Kamiya,Hitomi Kamiya,Hitomi Kamiya,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0191620/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0191620.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20111004
49UF20111205,2011-12-05,2011-12-21,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0191712,49UF20111205,Pacific,ks201110,Keifu Maru II,Keizo Shutta,Hitomi Kamiya,Hitomi Kamiya,Hitomi Kamiya,Hitomi Kamiya,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0191712/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0191712.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20111205
49UF20120410,2012-04-10,2012-04-24,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0191713,49UF20120410,Pacific,ks201203,Keifu Maru II,Satoshi Kawae,Hitomi Kamiya,Hitomi Kamiya,Hitomi Kamiya,Hitomi Kamiya,,Masao Ishii,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0191713/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0191713.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20120410
49UF20120602,2012-06-02,2012-06-14,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0191715,49UF20120602,Pacific,ks201205,Keifu Maru II,Tatsuo Nakamura,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,Masao Ishii,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0191715/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0191715.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20120602
49UF20131006,2013-10-06,2013-10-22,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0191716,49UF20131006,Pacific,ks201307,Keifu Maru II,Takashi Miyao,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0191716/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0191716.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20131006
49UF20131029,2013-10-29,2013-12-10,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0191770,49UF20131029,Pacific,ks201308,Keifu Maru II,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT, CFC-11, CFC-12",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0191770/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0191770.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20131029
49UF20140107,2014-01-07,2014-01-25,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0192179,49UF20140107,Pacific,ks201401,Keifu Maru II,Tetsuya Nakamura,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0192179/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0192179.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20140107
49UF20140206,2014-02-06,2014-03-26,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0192180,49UF20140206,Pacific,ks201402,Keifu Maru II,Tetsuya Nakamura,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0192180/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0192180.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20140206
49UF20140410,2014-04-10,2014-05-05,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0192486,49UF20140410,Pacific,ks201403,Keifu Maru II,Tetsuya Nakamura,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0192486/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0192486.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20140410
49UF20140512,2014-05-12,2014-06-17,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0192487,49UF20140512,Pacific,ks201404,Keifu Maru II,Tetsuya Nakamura,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0192487/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0192487.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20140512
49UF20140623,2014-06-23,2014-08-26,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0192488,49UF20140623,Pacific,"ks201405, P09, P13",Keifu Maru II,Tetsuya Nakamura,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0192488/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0192488.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20140623
49UF20140904,2014-09-04,2014-10-19,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0192489,49UF20140904,Pacific,ks201406,Keifu Maru II,Sukeyoshi Takatani,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT, CFC-11, CFC-12",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0192489/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0192489.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20140904
49UF20150107,2015-01-07,2015-01-26,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0192490,49UF20150107,Pacific,ks201501,Keifu Maru II,Shuji Tsubaki,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0192490/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0192490.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20150107
49UF20150202,2015-02-02,2015-03-06,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0192833,49UF20150202,Pacific,ks201502,Keifu Maru II,Keizo Shutta,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0192833/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0192833.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20150202
49UF20150415,2015-04-15,2015-05-04,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0192835,49UF20150415,Pacific,ks201504,Keifu Maru II,Tetsuya Nakamura,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0192835/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0192835.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20150415
49UF20150511,2015-05-11,2015-06-11,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0192836,49UF20150511,Pacific,ks201505,Keifu Maru II,Takahiro Segawa,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,Masao Ishii,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0192836/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0192836.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20150511
49UF20150620,2015-06-20,2015-08-23,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0201338,49UF20150620,Pacific,"ks201506, P09, P13",Keifu Maru II,Sukeyoshi Takatani,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,Masao Ishii,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0201338/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0201338.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20150620
49UF20151021,2015-10-21,2015-12-02,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0201340,49UF20151021,Pacific,ks201508,Keifu Maru II,Sukeyoshi Takatani,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0201340/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0201340.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20151021
49UF20160107,2016-01-07,2016-01-26,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0201345,49UF20160107,Pacific,ks201601,Keifu Maru II,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0201345/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0201345.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20160107
49UF20160201,2016-02-01,2016-03-10,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0201346,49UF20160201,Pacific,ks201602,Keifu Maru II,Tetsuya Nakamura,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,Masao Ishii,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0201346/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0201346.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20160201
49UF20160407,2016-04-07,2016-05-07,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0201383,49UF20160407,Pacific,ks201604,Keifu Maru II,Keizo Shutta,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0201383/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0201383.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20160407
49UF20160512,2016-05-12,2016-06-10,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0201384,49UF20160512,Pacific,ks201605,Keifu Maru II,Masanobu Tani,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0201384/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0201384.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20160512
49UF20160618,2016-06-18,2016-07-23,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0201386,49UF20160618,Pacific,ks201606,Keifu Maru II,Keizo Sakurai,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0201386/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0201386.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20160618
49UF20160730,2016-07-30,2016-09-12,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0201389,49UF20160730,Pacific,ks201607,Keifu Maru II,Keizo Shutta,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0201389/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0201389.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20160730
49UF20160917,2016-09-17,2016-10-07,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0201446,49UF20160917,Pacific,ks201608,Keifu Maru II,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0201446/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0201446.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20160917
49UF20161116,2016-11-16,2016-12-19,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0201694,49UF20161116,Pacific,ks201609,Keifu Maru II,Keizo Sakurai,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0201694/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0201694.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20161116
49UF20170110,2017-01-10,2017-02-23,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0208296,49UF20170110,Pacific,"ks201701, P09, P10",Keifu Maru II,Tetsuya Nakamura,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0208296/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0208296.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20170110
49UF20170228,2017-02-28,2017-03-26,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0208297,49UF20170228,Pacific,ks201702,Keifu Maru II,Takahiro Segawa,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0208297/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0208297.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20170228
49UF20170408,2017-04-08,2017-04-26,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0208298,49UF20170408,Pacific,ks201703,Keifu Maru II,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0208298/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0208298.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20170408
49UF20170502,2017-05-02,2017-06-06,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0208320,49UF20170502,Pacific,ks201704,Keifu Maru II,Takahiro Segawa,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0208320/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0208320.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20170502
49UF20170612,2017-06-12,2017-07-13,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0208323,49UF20170612,Pacific,ks201705,Keifu Maru II,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0208323/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0208323.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20170612
49UF20170719,2017-07-19,2017-09-07,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0208324,49UF20170719,Pacific,"ks201706, P09, P10",Keifu Maru II,Keizo Sakurai,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0208324/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0208324.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20170719
49UF20171107,2017-11-07,2017-12-08,https://www.ncei.noaa.gov/access/metadata/landing-page/bin/gfx?id=gov.noaa.nodc:0208326,49UF20171107,Pacific,ks201708,Keifu Maru II,Keizo Sakurai,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,Kazuhiro Nemoto,,,,,"CTDPRS, CTDDEP, CTDTMP, CTDSAL, SALNTY, OXYGEN, SILCAT, NO2+NO3, NITRIT, PHSPHT, TCARBN, ALKALI, PH_TOT",,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/data/0208326/,https://www.ncei.noaa.gov/data/oceans/ncei/ocads/metadata/0208326.html,https://glodapv2-2020.geomar.de/adjustments/show/49UF20171107
